Card Material,Card Type,Category,Cost,Description,Element,Job,Median,Name,Number,Power,Rarity,TCG,URL,set
Normal,Forward,World of Final Fantasy,4,"If you control Card Name Reynn, Lann gains +1000 power.
When Lann deals damage to your opponent or to a Forward, choose 1 Forward. You may pay [R][R][R][1]. If you do so, deal it damage equal to Lann's power.",Fire,Mirage Keeper,1.99,Lann,7-018L,8000,Legend,1.81,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/lann,Opus VII
Foil,Forward,World of Final Fantasy,4,"If you control Card Name Reynn, Lann gains +1000 power.
When Lann deals damage to your opponent or to a Forward, choose 1 Forward. You may pay [R][R][R][1]. If you do so, deal it damage equal to Lann's power.",Fire,Mirage Keeper,5.42,Lann,7-018L,8000,Legend,4.57,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/lann,Opus VII
Normal,Forward,FFBE,2,"When Lasswell enters the field, choose 1 dull Forward. Deal it 5000 damage. If you control 5 or more Ice Characters, deal it 7000 damage instead.",Ice,Knight,0.40,Lasswell,7-042H,4000,Hero,0.36,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/lasswell,Opus VII
Foil,Forward,FFBE,2,"When Lasswell enters the field, choose 1 dull Forward. Deal it 5000 damage. If you control 5 or more Ice Characters, deal it 7000 damage instead.",Ice,Knight,0.70,Lasswell,7-042H,4000,Hero,0.41,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/lasswell,Opus VII
Normal,Backup,FFCC,5,"When Latov enters the field, choose 1 Card Name Chelinka or Card Name Yuri in your Break Zone. Play it onto the field.",Fire,Father,0.18,Latov,7-019R,,Rare,0.07,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/latov,Opus VII
Foil,Backup,FFCC,5,"When Latov enters the field, choose 1 Card Name Chelinka or Card Name Yuri in your Break Zone. Play it onto the field.",Fire,Father,0.33,Latov,7-019R,,Rare,0.50,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/latov,Opus VII
Normal,Summon,DFF,4,"EX BURST Choose 1 Forward of cost 4 or less. Return it to its owner's hand. If Leviathan results from an EX Burst, return it to its owner's hand and draw 1 card instead.",Water,,0.13,Leviathan EX,7-125C,,Common,0.10,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/leviathan-ex,Opus VII
Foil,Summon,DFF,4,"EX BURST Choose 1 Forward of cost 4 or less. Return it to its owner's hand. If Leviathan results from an EX Burst, return it to its owner's hand and draw 1 card instead.",Water,,0.28,Leviathan EX,7-125C,,Common,0.59,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/leviathan-ex,Opus VII
Normal,Backup,XIII,2,[Dull]: Choose 1 Category XIII Forward you control. It gains Haste until the end of the turn.,Lightning,Ravager,0.23,Lightning,7-102R,,Rare,0.14,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/lightning,Opus VII
Foil,Backup,XIII,2,[Dull]: Choose 1 Category XIII Forward you control. It gains Haste until the end of the turn.,Lightning,Ravager,N/A,Lightning,7-102R,,Rare,2.63,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/lightning,Opus VII
Normal,Backup,X,2,"When Lulu enters the field, choose 1 Forward. You may put 1 Backup other than Lulu you control into the Break Zone. If you do so, deal it 7000 damage.",Fire,Guardian,0.20,Lulu,7-020C,,Common,0.12,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/lulu,Opus VII
Foil,Backup,X,2,"When Lulu enters the field, choose 1 Forward. You may put 1 Backup other than Lulu you control into the Break Zone. If you do so, deal it 7000 damage.",Fire,Guardian,3.30,Lulu,7-020C,,Common,2.48,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/lulu,Opus VII
Normal,Backup,FFCC,2,"When Meeth enters the field, you may discard 1 card. If you do, search for 1 Forward of the same cost as the discarded card and add it to your hand.",Fire,Alchemist,0.89,Meeth,7-017H,,Hero,0.94,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/meeth,Opus VII
Foil,Backup,FFCC,2,"When Meeth enters the field, you may discard 1 card. If you do, search for 1 Forward of the same cost as the discarded card and add it to your hand.",Fire,Alchemist,1.99,Meeth,7-017H,,Hero,1.40,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/meeth,Opus VII
Normal,Backup,V,3,"When Mid Previa enters the field, choose 1 active Forward. Deal it 3000 damage.
When Mid Previa enters the field from the Break Zone, choose 1 active Forward. Deal it 6000 damage.
Discard 3 cards: Play Mid Previa onto the field. You can only use this ability during your Main Phase and if Mid Previa is in the Break Zone.",Lightning,Grandchild,0.25,Mid Previa,7-101H,,Hero,0.27,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/mid-previa,Opus VII
Foil,Backup,V,3,"When Mid Previa enters the field, choose 1 active Forward. Deal it 3000 damage.
When Mid Previa enters the field from the Break Zone, choose 1 active Forward. Deal it 6000 damage.
Discard 3 cards: Play Mid Previa onto the field. You can only use this ability during your Main Phase and if Mid Previa is in the Break Zone.",Lightning,Grandchild,0.97,Mid Previa,7-101H,,Hero,0.86,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/mid-previa,Opus VII
Normal,Forward,V,4,"When Mime enters the field, if the cost paid to play Mime included Earth CP, all the Forwards you control gain +2000 power until the end of the turn.",Water,Standard Unit,0.11,Mime,7-122C,8000,Common,0.05,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/mime,Opus VII
Foil,Forward,V,4,"When Mime enters the field, if the cost paid to play Mime included Earth CP, all the Forwards you control gain +2000 power until the end of the turn.",Water,Standard Unit,0.25,Mime,7-122C,8000,Common,0.25,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/mime,Opus VII
Normal,Forward,V,4,"When Monk enters the field, choose 1 damaged Forward. If the cost paid to play Monk included Lightning CP, deal it 5000 damage.",Earth,Standard Unit,0.11,Monk,7-083C,8000,Common,0.06,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/monk,Opus VII
Foil,Forward,V,4,"When Monk enters the field, choose 1 damaged Forward. If the cost paid to play Monk included Lightning CP, deal it 5000 damage.",Earth,Standard Unit,0.25,Monk,7-083C,8000,Common,0.31,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/monk,Opus VII
Normal,Backup,FFCC,4,The Job Moogle Backups you control can produce CP of any Element.,Earth,Moogle,0.25,Moogle (FFCC),7-082R,,Rare,0.19,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/moogle-ffcc,Opus VII
Foil,Backup,FFCC,4,The Job Moogle Backups you control can produce CP of any Element.,Earth,Moogle,0.77,Moogle (FFCC),7-082R,,Rare,0.70,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/moogle-ffcc,Opus VII
Normal,Forward,V,3,"When Mystic Knight enters the field, choose up to 2 Backups. If the cost paid to play Mystic Knight included Wind CP, activate them.
The cost required to cast Ice Summons is reduced by 1 (It cannot become 0).",Ice,Standard Unit,0.13,Mystic Knight (7-039C),7-039C,6000,Common,0.05,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/mystic-knight-7-039c,Opus VII
Foil,Forward,V,3,"When Mystic Knight enters the field, choose up to 2 Backups. If the cost paid to play Mystic Knight included Wind CP, activate them.
The cost required to cast Ice Summons is reduced by 1 (It cannot become 0).",Ice,Standard Unit,0.39,Mystic Knight (7-039C),7-039C,6000,Common,0.25,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/mystic-knight-7-039c,Opus VII
Normal,Backup,V,2,"[P][P][Dull], put Mystic Knight into the Break Zone: Choose 1 damaged Forward. Break it.",Lightning,Standard Unit,0.11,Mystic Knight (7-100C),7-100C,,Common,0.13,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/mystic-knight-7-100c,Opus VII
Foil,Backup,V,2,"[P][P][Dull], put Mystic Knight into the Break Zone: Choose 1 damaged Forward. Break it.",Lightning,Standard Unit,0.40,Mystic Knight (7-100C),7-100C,,Common,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/mystic-knight-7-100c,Opus VII
Normal,Backup,V,2,"[Y][Y][Y][1][Dull], put Necromancer into the Break Zone: Choose 1 Job Standard Unit in your Break Zone. Play it onto the field.",Earth,Standard Unit,0.20,Necromancer,7-076R,,Rare,0.06,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/necromancer,Opus VII
Foil,Backup,V,2,"[Y][Y][Y][1][Dull], put Necromancer into the Break Zone: Choose 1 Job Standard Unit in your Break Zone. Play it onto the field.",Earth,Standard Unit,0.25,Necromancer,7-076R,,Rare,0.35,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/necromancer,Opus VII
Normal,Forward,V,4,"When Ninja enters the field, choose 1 Forward. If the cost paid to play Ninja included Fire CP, deal it 4000 damage.",Wind,Standard Unit,0.11,Ninja (7-058C),7-058C,8000,Common,0.05,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/ninja-7-058c,Opus VII
Foil,Forward,V,4,"When Ninja enters the field, choose 1 Forward. If the cost paid to play Ninja included Fire CP, deal it 4000 damage.",Wind,Standard Unit,0.41,Ninja (7-058C),7-058C,8000,Common,0.36,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/ninja-7-058c,Opus VII
Normal,Forward,V,2,"When Ninja enters the field, choose 1 Forward opponent controls. If the cost paid to play Ninja included Fire CP, it cannot block this turn.
[U][Dull]: Return Ninja to your hand.",Water,Standard Unit,0.11,Ninja (7-118C),7-118C,5000,Common,0.05,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/ninja-7-118c,Opus VII
Foil,Forward,V,2,"When Ninja enters the field, choose 1 Forward opponent controls. If the cost paid to play Ninja included Fire CP, it cannot block this turn.
[U][Dull]: Return Ninja to your hand.",Water,Standard Unit,0.69,Ninja (7-118C),7-118C,5000,Common,0.38,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/ninja-7-118c,Opus VII
Normal,Forward,XV DFF,3,"EX BURST When you receive damage, choose up to 1 Forward. If you have received 6 points of damage, break it.
When you receive damage, choose up to 1 Forward opponent controls. Noctis and the chosen Forward deal damage equal to their respective power to the other.
[Y][Y][(2)]: During this turn, the next damage dealt to Noctis becomes 0 instead. ",Earth,Prince,6.50,Noctis EX,7-077L,7000,Legend,5.98,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/noctis-ex,Opus VII
Foil,Forward,XV DFF,3,"EX BURST When you receive damage, choose up to 1 Forward. If you have received 6 points of damage, break it.
When you receive damage, choose up to 1 Forward opponent controls. Noctis and the chosen Forward deal damage equal to their respective power to the other.
[Y][Y][(2)]: During this turn, the next damage dealt to Noctis becomes 0 instead. ",Earth,Prince,8.79,Noctis EX,7-077L,7000,Legend,8.29,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/noctis-ex,Opus VII
Normal,Forward,XIII,6,"Haste
When Noel enters the field, until the end of the turn, Noel gains +3000 power and ""When Noel deals damage to your opponent, choose 1 Forward opponent controls. Break it"".",Lightning,Commando,1.35,Noel,7-096L,6000,Legend,1.39,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/noel,Opus VII
Foil,Forward,XIII,6,"Haste
When Noel enters the field, until the end of the turn, Noel gains +3000 power and ""When Noel deals damage to your opponent, choose 1 Forward opponent controls. Break it"".",Lightning,Commando,2.77,Noel,7-096L,6000,Legend,1.75,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/noel,Opus VII
Normal,Backup,V,2,"When Oracle enters the field, look at the top 2 cards of your deck. Return these to the top and/or bottom of your deck in any order.",Water,Standard Unit,0.13,Oracle,7-124C,,Common,0.10,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/oracle,Opus VII
Foil,Backup,V,2,"When Oracle enters the field, look at the top 2 cards of your deck. Return these to the top and/or bottom of your deck in any order.",Water,Standard Unit,0.25,Oracle,7-124C,,Common,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/oracle,Opus VII
Normal,Forward,XI DFF,9,"The cost required to play Prishe onto the field is reduced by 1 for each Card Name Prishe in your Break Zone.
When Prishe enters the field, choose 1 Forward opponent controls. Deal it damage equal to Prishe's power.",Earth,Abhorrent One,0.65,Prishe,7-080H,9000,Hero,0.40,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/prishe,Opus VII
Foil,Forward,XI DFF,9,"The cost required to play Prishe onto the field is reduced by 1 for each Card Name Prishe in your Break Zone.
When Prishe enters the field, choose 1 Forward opponent controls. Deal it damage equal to Prishe's power.",Earth,Abhorrent One,3.14,Prishe,7-080H,9000,Hero,1.48,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/prishe,Opus VII
Normal,Summon,DFF,4,"EX BURST Choose 1 Forward. It loses 7000 power until the end of the turn. If Ramuh results from an EX Burst, it loses 8000 power until the end of the turn instead.",Lightning,,0.25,Ramuh EX,7-103C,,Common,0.14,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/ramuh-ex,Opus VII
Foil,Summon,DFF,4,"EX BURST Choose 1 Forward. It loses 7000 power until the end of the turn. If Ramuh results from an EX Burst, it loses 8000 power until the end of the turn instead.",Lightning,,3.96,Ramuh EX,7-103C,,Common,4.00,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/ramuh-ex,Opus VII
Normal,Forward,FFT Lord of Vermilion,1,"If Ramza has 4000 power or more, Ramza gains Haste.
If Ramza has 6000 power or more, Ramza gains Brave.
If Ramza has 8000 power or more, Ramza gains First Strike.
[P]: Ramza gains +2000 power until the end of the turn.",Lightning,Knight,0.45,Ramza,7-104H,2000,Hero,0.45,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/ramza,Opus VII
Foil,Forward,FFT Lord of Vermilion,1,"If Ramza has 4000 power or more, Ramza gains Haste.
If Ramza has 6000 power or more, Ramza gains Brave.
If Ramza has 8000 power or more, Ramza gains First Strike.
[P]: Ramza gains +2000 power until the end of the turn.",Lightning,Knight,1.63,Ramza,7-104H,2000,Hero,0.93,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/ramza,Opus VII
Normal,Forward,V,2,"When Ranger enters the field, choose 1 Monster of cost 3 or less opponent controls. If the cost paid to play Ranger included Earth CP, break it.
When Ranger attacks, choose 1 Forward opponent controls. Deal it 2000 damage.",Wind,Standard Unit,0.11,Ranger,7-048C,4000,Common,0.05,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/ranger,Opus VII
Foil,Forward,V,2,"When Ranger enters the field, choose 1 Monster of cost 3 or less opponent controls. If the cost paid to play Ranger included Earth CP, break it.
When Ranger attacks, choose 1 Forward opponent controls. Deal it 2000 damage.",Wind,Standard Unit,0.25,Ranger,7-048C,4000,Common,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/ranger,Opus VII
Normal,Forward,V,2,"When Red Mage enters the field, if the cost paid to play Red Mage included Ice CP, your opponent discards 1 card from his/her hand.
Dull: Choose 1 Forward. Deal it 1000 damage.",Fire,Standard Unit,0.11,Red Mage (7-003C),7-003C,4000,Common,0.06,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/red-mage-7-003c,Opus VII
Foil,Forward,V,2,"When Red Mage enters the field, if the cost paid to play Red Mage included Ice CP, your opponent discards 1 card from his/her hand.
Dull: Choose 1 Forward. Deal it 1000 damage.",Fire,Standard Unit,0.47,Red Mage (7-003C),7-003C,4000,Common,0.00,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/red-mage-7-003c,Opus VII
Normal,Forward,V,3,"When Red Mage enters the field, choose 1 Forward of cost 3 or less opponent controls. If the cost paid to play Red Mage included Water CP, returnn it to its owner's hand.
[P][P][Dull], put Red Mage into the Break Zone: Choose 1 Forward of cost 4 or less. Break it.",Lightning,Standard Unit,0.15,Red Mage (7-085C),7-085C,5000,Common,0.05,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/red-mage-7-085c,Opus VII
Foil,Forward,V,3,"When Red Mage enters the field, choose 1 Forward of cost 3 or less opponent controls. If the cost paid to play Red Mage included Water CP, returnn it to its owner's hand.
[P][P][Dull], put Red Mage into the Break Zone: Choose 1 Forward of cost 4 or less. Break it.",Lightning,Standard Unit,0.28,Red Mage (7-085C),7-085C,5000,Common,0.25,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/red-mage-7-085c,Opus VII
Normal,Forward,Type-0 Pictlogica,2,"EX BURST When Rem enters the field, you may discard 1 card. If you do so, search for 1 Job Class Zero Cadet and add it to your hand.",Wind,Class Zero Cadet,0.15,Rem EX,7-063C,5000,Common,0.06,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/rem-ex,Opus VII
Foil,Forward,Type-0 Pictlogica,2,"EX BURST When Rem enters the field, you may discard 1 card. If you do so, search for 1 Job Class Zero Cadet and add it to your hand.",Wind,Class Zero Cadet,0.40,Rem EX,7-063C,5000,Common,0.25,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/rem-ex,Opus VII
